Facility Name,City,County,State,ZIP,Latitude,Longitude,Industry Sector,Carcinogen,Stack Air,Water,Underground,On-Site Release Total
CHEVRON PHILLIPS CHEMICAL CO LP SWEENY COMPLEX,SWEENY,BRAZORIA,TX,77480,29.081543,-95.741714,Chemicals,NO,55360,0,0,238102
EDWARDS FIBERGLASS,SEDALIA,PETTIS,MO,65301,38.711586,-93.191633,Plastics and Rubber,YES,22,0,0,237722
SI GROUP INC,ORANGEBURG,ORANGEBURG,SC,29115,33.472222,-80.873611,Chemicals,NO,223876,2592,0,236920
EXXONMOBIL REFINING & SUPPLY BAYTOWN REFINERY (PART),BAYTOWN,HARRIS,TX,775202099,29.739444,-95.006944,Petroleum,NO,210000,21000,0,235800
KBK INDUSTRIES LLC,RUSH CENTER,RUSH,KS,67575,38.482337,-99.308835,Plastics and Rubber,YES,176199,0,0,234932.01
LATHAM POOL PRODUCTS INC D/B/A VIKING POOLS-NC,ROCKINGHAM,RICHMOND,NC,28379,34.96423,-79.80917,Plastics and Rubber,YES,234781,0,0,234781
INVISTA LONGVIEW,LONGVIEW,HARRISON,TX,75602,32.433611,-94.711389,Chemicals,NO,99413,0,0,234391
EXPLORE INDUSTRIES USA INC.,MARION,MARION,SC,29571,34.17156,-79.42336,Plastics and Rubber,YES,233400,0,0,233405
ALON USA-BIG SPRING REFINERY,BIG SPRING,HOWARD,TX,79720,32.269104,-101.417673,Petroleum,YES,231776.14,0,0,232566.24
PHILLIPS 66 LAKE CHARLES REFINERY,WESTLAKE,CALCASIEU PARISH,LA,70669,30.242155,-93.274386,Petroleum,NO,86544,145190,0,231997
DIAMOND SHAMROCK REFINING CO LP,SUNRAY,MOORE,TX,79086,35.951944,-101.873889,Petroleum,NO,111000,37,0,231437
SWEETWATER MINE/MILL,ELLINGTON,REYNOLDS,MO,63638,37.358597,-91.147258,Metal Mining,NO,1.06,1.63,0,231117.82
JOHN W STONE OIL DISTRIBUTOR,HOUSTON,HARRIS,TX,77015,29.75374,-95.14066,Petroleum Bulk Terminals,NO,115000,0,0,230000
OCCIDENTAL CHEMICAL CORP,WICHITA,SEDGWICK,KS,67215,37.581667,-97.425278,Chemicals,NO,8977,0,0,229269
NEVADA GOLD MINES LLC - PHOENIX MINE,BATTLE MOUNTAIN,LANDER,NV,89820,40.50066,-117.10615,Metal Mining,NO,0,0,0,228970
NEVADA GOLD MINES LLC - GOLDSTRIKE MINES INC,CARLIN,ELKO,NV,89822,40.974445,-116.349998,Metal Mining,NO,0,0,0,222866
AMERICAN CHROME & CHEMICALS,CASTLE HAYNE,NEW HANOVER,NC,28429,34.372516,-77.859466,Chemicals,NO,3081,46,0,221528.64
USS-CLAIRTON PLANT,CLAIRTON,ALLEGHENY,PA,15025,40.305088,-79.876911,Petroleum,NO,4649,395,0,220780
CHEVRON PRODUCTS CO RICHMOND REFINERY,RICHMOND,CONTRA COSTA,CA,94801,37.938779,-122.396453,Petroleum,NO,210000,8705,0,219235
P4 PRODUCTION LLC,SODA SPRINGS,CARIBOU,ID,83276,42.687031,-111.5878,Chemicals,YES,3878,0,0,218648.26
NEVADA GOLD MINES LLC - TURQUOISE RIDGE,GOLCONDA,HUMBOLDT,NV,89414,41.216,-117.212,Metal Mining,NO,3,0,0,218283
OCCIDENTAL CHEMICAL CORP,WICHITA,SEDGWICK,KS,67215,37.581667,-97.425278,Chemicals,NO,250,0,0,214621
FLINT HILLS RESOURCES PINE BEND LLC,ROSEMOUNT,DAKOTA,MN,55068,44.764434,-93.039484,Petroleum,NO,0,214230,0,214230
LYONDELL CHEMICAL CO,CHANNELVIEW,HARRIS,TX,77530,29.816654,-95.107603,Chemicals,YES,23659,0,0,214050
FORMOSA PLASTICS CORP TEXAS,POINT COMFORT,CALHOUN,TX,77978,28.69759,-96.542101,Chemicals,NO,200043,5133,0,213826
LSB CHEMICAL LLC,CHEROKEE,COLBERT,AL,35616,34.80302,-87.93974,Chemicals,NO,0,212741,0,213176
MARIGOLD MINING CO,VALMY,HUMBOLDT,NV,89438,40.779795,-117.139904,Metal Mining,NO,0,0,0,213000
EXXON MOBIL CORP - BATON ROUGE PLASTICS PLANT,BATON ROUGE,EAST BATON ROUGE PARISH,LA,70807,30.552014,-91.178517,Chemicals,NO,60956,0,0,212647
TRONOX LLC,HAMILTON,MONROE,MS,39746,33.730556,-88.4525,Chemicals,NO,198573,0,0,208974
THE DOW CHEMICAL CO - BEAUMONT ANILINE,NEDERLAND,JEFFERSON,TX,77627,30.014764,-94.028837,Chemicals,NO,0,0,0,208106
AJINOMOTO HEALTH & NUTRITION N.A. INC.,EDDYVILLE,MONROE,IA,52553,41.143573,-92.647934,Chemicals,NO,194280,201,0,207106
SASOL CHEMICALS (USA) LLC-LAKE CHARLES CHEMICAL COMPLEX,WESTLAKE,CALCASIEU PARISH,LA,70669,30.2588,-93.2937,Chemicals,NO,189083,0,0,205745
U.S. SILVER - IDAHO INC,WALLACE,SHOSHONE,ID,83873,47.48289,-115.961552,Metal Mining,NO,0,0,0,205310
EXXONMOBIL CHEMICAL CO BAYTOWN OLEFINS PLANT (PART),BAYTOWN,HARRIS,TX,77520,29.73934,-95.022404,Chemicals,NO,150000,0,0,205000
MONTANA RESOURCES LLC,BUTTE,SILVER BOW,MT,59701,46.007588,-112.501703,Metal Mining,YES,0,0,0,204961.6
PCS NITROGEN FERTILIZER LP,AUGUSTA,RICHMOND,GA,30901,33.426976,-81.932898,Chemicals,NO,10,204318,0,204338
KOHLER CO,BROWNWOOD,BROWN,TX,76801,31.66526,-99.0004,Plastics and Rubber,YES,197391,0,0,203819
ENTERPRISE PRODUCTS OPERATING LLC,MONT BELVIEU,CHAMBERS,TX,77580,29.857654,-94.910674,Chemicals,NO,70173,0,0,202323
BASIN ELECTRIC ANTELOPE VALLEY STATION,BEULAH,MERCER,ND,58523,47.370445,-101.838042,Chemicals,NO,202000,0,0,202142
ISP CHEMICALS LLC,CALVERT CITY,MARSHALL,KY,42029,37.047737,-88.35866,Chemicals,NO,0,201499,0,201499
WILDCAT GAS PLANT,KERMIT,WINKLER,TX,79745,31.804744,-103.239075,Natural Gas Processing,YES,110,0,0,200310
POGO MINE,DELTA JUNCTION,SOUTHEAST FAIRBANKS CENSU,AK,99737,64.449722,-144.939623,Metal Mining,NO,6.26,9.29,0,200309.65
EXXONMOBIL BATON ROUGE CHEMICAL PLANT (PART),BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,30.495769,-91.173111,Chemicals,NO,200000,0,0,200280
DARAMIC LLC,OWENSBORO,DAVIESS,KY,42303,37.810556,-87.049722,Plastics and Rubber,NO,63959.17,0,0,200196.15
RED DOG OPERATIONS,KOTZEBUE,NORTHWEST ARCTIC BOROUGH,AK,99752,68.061507,-162.855492,Metal Mining,NO,2.7,0.002,0,199801.702
ZEON CHEMICALS LP MISSISSIPPI PLANT,HATTIESBURG,FORREST,MS,39401,31.340176,-89.314745,Chemicals,NO,199008.99,0,0,199478.99
INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,VICTORIA,TX,77905,28.673056,-96.953611,Chemicals,NO,151708,1683,0,197785
INEOS USA LLC - CHOCOLATE BAYOU PLANT,ALVIN,BRAZORIA,TX,77511,29.413774,-95.263726,Chemicals,NO,154710,0,0,197322
CITGO REFINING & CHEMICALS CO LP EAST PLANT,CORPUS CHRISTI,NUECES,TX,78407,27.80962,-97.425869,Petroleum,NO,0,196643.21,0,196643.21
HEXCEL CORP,SALT LAKE CITY,SALT LAKE,UT,84118,40.653604,-112.054074,Chemicals,NO,180210,0,0,196065
LYONDELL CHEMICAL CO,CHANNELVIEW,HARRIS,TX,77530,29.816654,-95.107603,Chemicals,YES,160652,0,0,195905
CHEMOURS DELISLE PLANT,PASS CHRISTIAN,HARRISON,MS,39571,30.389186,-89.308892,Chemicals,NO,108,60,0,195655
BASF TOTALENERGIES PETROCHEMICALS LLC,PORT ARTHUR,JEFFERSON,TX,77642,29.951649,-93.887272,Chemicals,NO,178333.4,0,0,194062
AJINOMOTO HEALTH & NUTRITION N.A. INC.,EDDYVILLE,MONROE,IA,52553,41.143573,-92.647934,Chemicals,NO,0,193902,0,193902
AMERICAN SYNTHETIC RUBBER CO,LOUISVILLE,JEFFERSON,KY,40216,38.209167,-85.843611,Chemicals,NO,175065.8,0,0,192805.8
EAGLE MINE,MICHIGAMME,MARQUETTE,MI,49861,46.747492,-87.879746,Metal Mining,YES,6.4,0,0,190011.51
MOSAIC PHOSPHATES CO FAUSTINA PLANT,SAINT JAMES,ST. JAMES PARISH,LA,70086,30.085,-90.914722,Chemicals,NO,190000,0,0,190000
LANXESS - CENTRAL,EL DORADO,UNION,AR,71730,33.1831,-92.7069,Chemicals,NO,4474,85,0,189660
ASARCO LLC MISSION COMPLEX,SAHUARITA,PIMA,AZ,85629,31.998092,-111.052412,Metal Mining,NO,0,0.449,0,187970.343
PHILLIPS 66 LAKE CHARLES REFINERY,WESTLAKE,CALCASIEU PARISH,LA,70669,30.242155,-93.274386,Petroleum,NO,182070,0,0,185455
NEVADA GOLD MINES LLC - GOLDSTRIKE MINES INC,CARLIN,ELKO,NV,89822,40.974445,-116.349998,Metal Mining,NO,0,0,0,185430
INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,VICTORIA,TX,77905,28.673056,-96.953611,Chemicals,NO,30898,0,0,185297
JUPITER SULPHUR LLC,PONCA CITY,KAY,OK,74601,36.67715,-97.07832,Chemicals,NO,82872,0,0,183890
HUNT REFINING CO A CORP,TUSCALOOSA,TUSCALOOSA,AL,35401,33.2003,-87.607,Petroleum,NO,0,181653,0,181653
ALPEK POLYESTER USA LLC-COLUMBIA SITE,GASTON,CALHOUN,SC,29053,33.866387,-81.012712,Chemicals,NO,104820,1857,0,181597
MOSAIC FERTILIZER LLC UNCLE SAM PLANT,UNCLE SAM,ST. JAMES PARISH,LA,70792,30.019619,-90.769063,Chemicals,NO,180000,0,0,181200
MISSOURI COBALT,FREDERICKTOWN,MADISON,MO,63645,37.583996,-90.329007,Metal Mining,NO,0,0,0,180529.14
HONEYWELL INTERNATIONAL COLONIAL HEIGHTS PLANT,COLONIAL HEIGHTS,CHESTERFIELD,VA,23834,37.3051,-77.3973,Chemicals,NO,32160,0,0,180408
EAGLE MINE,MICHIGAMME,MARQUETTE,MI,49861,46.747492,-87.879746,Metal Mining,NO,4.3,0,0,180007.73
FORT KNOX MINE,FAIRBANKS,FAIRBANKS NORTH STAR BOROUGH,AK,99712,64.99953,-147.358107,Metal Mining,YES,1,0,0,180001
EES COKE BATTERY LLC,RIVER ROUGE,WAYNE,MI,48218,42.283105,-83.113962,Petroleum,NO,180000,0,0,180000
DEER PARK REFINING LP,DEER PARK,HARRIS,TX,77536,29.722222,-95.126944,Petroleum,NO,0,180000,0,180000
AMERICAN CHROME & CHEMICALS,CASTLE HAYNE,NEW HANOVER,NC,28429,34.372516,-77.859466,Chemicals,NO,277.6,0,0,179138.6
"ALTIVIA PETROCHEMICALS, LLC",HAVERHILL,SCIOTO,OH,45636,38.59167,-82.81944,Chemicals,YES,66567,20,0,179042
WHITE SPRINGS AGRICULTURAL CHEMICALS INC. - NUTRIEN,WHITE SPRINGS,HAMILTON,FL,32096,30.440833,-82.788056,Chemicals,NO,0,0,0,178903
ARLANXEO,ORANGE,ORANGE,TX,77630,30.047146,-93.769768,Chemicals,NO,162070.4,22.75,0,178771.95
POGO MINE,DELTA JUNCTION,SOUTHEAST FAIRBANKS CENSU,AK,99737,64.449722,-144.939623,Metal Mining,NO,1.12,0.49,0,178404.12
CF INDUSTRIES NITROGEN LLC,DONALDSONVILLE,ASCENSION PARISH,LA,70346,30.098563,-90.95599,Chemicals,NO,128359,19858,0,177237
EASTMAN CHEMICAL CO TEXAS OPERATIONS,LONGVIEW,HARRISON,TX,75602,32.438056,-94.69,Chemicals,NO,176568,58,0,176701
W R GRACE & CO-CONN GRACE,SULPHUR,CALCASIEU PARISH,LA,70665,30.156194,-93.339443,Chemicals,NO,176669,0,0,176669
CERTAINTEED CORP.,OXFORD,GRANVILLE,NC,27565,36.293789,-78.615014,Petroleum,NO,176084,0,0,176084
COFFEYVILLE RESOURCES NITROGEN FERTILIZERS LLC,COFFEYVILLE,MONTGOMERY,KS,67337,37.04536,-95.60517,Chemicals,NO,76636,0,0,175643
EXXONMOBIL CHEMICAL CO BAYTOWN OLEFINS PLANT (PART),BAYTOWN,HARRIS,TX,77520,29.73934,-95.022404,Chemicals,NO,170000,5143,0,175573
NEVADA GOLD MINES LLC - PHOENIX MINE,BATTLE MOUNTAIN,LANDER,NV,89820,40.50066,-117.10615,Metal Mining,YES,0,0,0,175333
THOMPSON CREEK MINING CO,CLAYTON,CUSTER,ID,83227,44.310829,-114.545294,Metal Mining,NO,0,29253,0,175224
MAAX US CORP,VALDOSTA,LOWNDES,GA,31601,30.80111,-83.27805,Plastics and Rubber,YES,157698,0,0,175220
EASTMAN CHEMICAL CO TENNESSEE OPERATIONS,KINGSPORT,SULLIVAN,TN,37660,36.527055,-82.53858,Chemicals,NO,257,1240,0,174592
NEVADA GOLD MINES LLC - PHOENIX MINE,BATTLE MOUNTAIN,LANDER,NV,89820,40.50066,-117.10615,Metal Mining,NO,1803,0,0,174483
ADVANCION CORP,STERLINGTON,OUACHITA PARISH,LA,71280,32.6907,-92.0826,Chemicals,NO,0,174204,0,174204
ASARCO LLC MISSION COMPLEX,SAHUARITA,PIMA,AZ,85629,31.998092,-111.052412,Metal Mining,NO,0,0,0,173304.8
EXXONMOBIL BAYTOWN CHEMICAL PLANT (PART),BAYTOWN,HARRIS,TX,77520,29.73934,-95.022404,Chemicals,NO,3200,1,0,173201
LOUISIANA INTEGRATED POLYETHYLENE JV LLC,WESTLAKE,CALCASIEU PARISH,LA,70669,30.24502,-93.27563,Chemicals,NO,171387,572,0,171959
CLARION BATHWARE,MARBLE,CLARION,PA,16334,41.3118,-79.4485,Plastics and Rubber,YES,138252,0,0,171760
BLANCHARD REFINING CO LLC,TEXAS CITY,GALVESTON,TX,77590,29.374444,-94.925,Petroleum,NO,171000,0,0,171000
CORNERSTONE CHEMICAL CO,WESTWEGO,JEFFERSON PARISH,LA,70094,29.958889,-90.270472,Chemicals,YES,0,0,0,170351
ALPEK POLYESTER USA LLC-COLUMBIA SITE,GASTON,CALHOUN,SC,29053,33.866387,-81.012712,Chemicals,NO,164855,0,0,170207
EXXONMOBIL OIL BEAUMONT REFINERY (PART),BEAUMONT,JEFFERSON,TX,77701,30.065833,-94.071388,Petroleum,NO,160000,27,0,169727
SIMPLOT PHOSPHATES LLC,ROCK SPRINGS,SWEETWATER,WY,82901,41.53841,-109.12746,Chemicals,NO,57134,0,0,168207.36
INEOS NITRILES USA LLC,LIMA,ALLEN,OH,45804,40.71416,-84.13223,Chemicals,YES,0,0,0,167342
CABOT CORP CANAL PLANT,CENTERVILLE,ST. MARY PARISH,LA,70522,29.68576,-91.473179,Chemicals,NO,132122,0,0,166914
INEOS USA LLC - CHOCOLATE BAYOU PLANT,ALVIN,BRAZORIA,TX,77511,29.413774,-95.263726,Chemicals,NO,120263,0,0,166546
INDUSTRIAL LAMINATES/NORPLEX INC,POSTVILLE,ALLAMAKEE,IA,52162,43.09011,-91.5549,Plastics and Rubber,NO,166077,0,0,166078
NEVADA GOLD MINES LLC - TURQUOISE RIDGE,GOLCONDA,HUMBOLDT,NV,89414,41.216,-117.212,Metal Mining,NO,4279,0,0,165481
LYONDELLBASELL ACETYLS LLC,LA PORTE,HARRIS,TX,77571,29.712222,-95.066667,Chemicals,NO,16000,140000,0,164900
KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT,BINGHAM CANYON,SALT LAKE,UT,84006,40.516666,-112.150002,Metal Mining,NO,11,500,0,164836.42
SABIC INNOVATIVE PLASTICS MT. VERNON LLC,MOUNT VERNON,POSEY,IN,47620,37.9072,-87.9271,Chemicals,YES,69000,0,0,164000
BARRIER REEF POOLS,TIMMONSVILLE,DARLINGTON,SC,29161,34.20584,-80.01925,Plastics and Rubber,YES,163400,0,0,163405
HAVERHILL COKE CO LLC,FRANKLIN FURNACE,SCIOTO,OH,45629,38.5973,-82.8271,Petroleum,NO,162840,0,0,162840
CABOT CORP CANAL PLANT,CENTERVILLE,ST. MARY PARISH,LA,70522,29.68576,-91.473179,Chemicals,NO,137929,0,0,162608
BAYER CROPSCIENCE LP,LULING,ST. CHARLES PARISH,LA,70070,29.92444,-90.352217,Chemicals,NO,2200,0,0,162200
BASF CORP - HANNIBAL SITE,PALMYRA,MARION,MO,63461,39.834118,-91.436791,Chemicals,NO,0,161695,0,161695
GEO SPECIALTY CHEMICALS TRIMET PRODUCTS GROUP,ALLENTOWN,LEHIGH,PA,18104,40.63257,-75.54086,Chemicals,NO,0,161511,0,161511
EQUISTAR CHEMICALS LP - LAKE CHARLES POLYMERS,WESTLAKE,CALCASIEU PARISH,LA,70669,30.193916,-93.321347,Chemicals,NO,158891,0,0,161488
CITGO PETROLEUM CORP,SULPHUR,CALCASIEU PARISH,LA,70665,30.18149,-93.324051,Petroleum,NO,152006,0,0,161251
EES COKE BATTERY LLC,RIVER ROUGE,WAYNE,MI,48218,42.283105,-83.113962,Petroleum,YES,160000,0,0,161100
CF INDUSTRIES EAST POINT LLC,WAGGAMAN,JEFFERSON PARISH,LA,70094,29.965,-90.26248,Chemicals,NO,160881.1,0,0,160881.1
MARATHON MANDAN REFINERY,MANDAN,MORTON,ND,58554,46.8441,-100.8855,Petroleum,NO,160000,0,0,160870
INEOS BATTLEGROUND MANUFACTURING COMPLEX,LA PORTE,HARRIS,TX,77571,29.718368,-95.08583,Chemicals,NO,94949,0,0,160664
CITGO PETROLEUM CORP LEMONT REFINERY,LEMONT,WILL,IL,60439,41.656971,-88.044441,Petroleum,NO,0,160611,0,160611
TAMINCO US LLC,PACE,SANTA ROSA,FL,32571,30.580587,-87.137802,Chemicals,NO,13015,0,0,160453
FLINT HILLS RESOURCES CORPUS CHRISTI LLC - EAST PLANT,CORPUS CHRISTI,NUECES,TX,78407,27.801778,-97.423972,Petroleum,NO,0,160291,0,160291
FREEPORT-MCMORAN MORENCI INC,MORENCI,GREENLEE,AZ,85540,33.065,-109.34222,Metal Mining,YES,0,0,0,160250
EASTMAN CHEMICAL CO TENNESSEE OPERATIONS,KINGSPORT,SULLIVAN,TN,37660,36.527055,-82.53858,Chemicals,YES,65413,214,0,160119
SMOKY VALLEY COMMON OPERATION,ROUND MOUNTAIN,NYE,NV,89045,38.716408,-117.101879,Metal Mining,NO,0,0,0,160001
EXXONMOBIL BAYTOWN CHEMICAL PLANT (PART),BAYTOWN,HARRIS,TX,77520,29.73934,-95.022404,Chemicals,NO,150000,0,0,160000
PCS PHOSPHATE CO INC,AURORA,BEAUFORT,NC,27806,35.37745,-76.778816,Chemicals,NO,9674,0,0,158802
HEXCEL CORP,SALT LAKE CITY,SALT LAKE,UT,84118,40.653604,-112.054074,Chemicals,NO,128399,476,0,158610
ERGON REFINING INC,VICKSBURG,WARREN,MS,39183,32.386368,-90.90834,Petroleum,NO,157693,0,0,157799
FRONT LINE MANUFACTURING,WARSAW,KOSCIUSKO,IN,46582,41.2747,-85.87188,Plastics and Rubber,YES,154048,0,0,157518
ASARCO LLC MISSION COMPLEX,SAHUARITA,PIMA,AZ,85629,31.998092,-111.052412,Metal Mining,YES,0,0,0,157471.336
DOW CHEMICAL CO FREEPORT FACILITY,FREEPORT,BRAZORIA,TX,775413257,28.980147,-95.342272,Chemicals,NO,123814,30936,0,156956
RED HILLS GAS PLANT,JAL,LEA,NM,88252,32.210556,-103.523889,Natural Gas Processing,NO,13000,0,0,156900
PCS NITROGEN OHIO L.P.,LIMA,ALLEN,OH,45804,40.717499,-84.132274,Chemicals,NO,0,155816,0,155816
XERXES CORP,ANAHEIM,ORANGE,CA,92807,33.85922,-117.83853,Plastics and Rubber,YES,155167,0,0,155167
XERXES CORP,SEGUIN,GUADALUPE,TX,78155,29.59198,-97.99965,Plastics and Rubber,YES,154495.98,0,0,154495.98
RED HILLS GAS PLANT,JAL,LEA,NM,88252,32.210556,-103.523889,Natural Gas Processing,YES,120000,0,0,154000
WILLIAMSON ENERGY,MARION,WILLIAMSON,IL,62959,37.83464,-88.83582,Coal Mining,YES,0,0,0,153091.3
MARATHON PETROLEUM CO LP,GARYVILLE,ST. JOHN THE BAPTIST PARISH,LA,70051,30.06132,-90.59353,Petroleum,NO,153000,0,0,153000
THE GOODYEAR TIRE & RUBBER CO,HOUSTON,HARRIS,TX,77017,29.704391,-95.255214,Chemicals,YES,114823.65,906.48,0,152331.87
JOHNSON MATTHEY PROCESS TECHNOLOGIES INC,SAVANNAH,CHATHAM,GA,31408,32.1151,-81.2204,Chemicals,NO,0,31,0,150620
WOOD RIVER REFINERY,ROXANA,MADISON,IL,62084,38.840401,-90.070774,Petroleum,NO,150240,0,0,150240
RUBICON LLC,GEISMAR,ASCENSION PARISH,LA,70734,30.1989,-91.0085,Chemicals,NO,130,0,0,150240
PHILLIPS 66 LOS ANGELES REFINERY WILMINGTON PLANT,WILMINGTON,LOS ANGELES,CA,90744,33.774469,-118.290696,Petroleum,NO,150000,0,0,150000
SARTORIUS STEDIM FILTERS INC,YAUCO,YAUCO MUNICIPIO,PR,698,18.06229,-66.859665,Plastics and Rubber,YES,122676,0,0,149886
SYNGENTA CROP PROTECTION LLC SAINT GABRIEL FACILITY,SAINT GABRIEL,IBERVILLE PARISH,LA,70776,30.2413,-91.1009,Chemicals,NO,98972,22,0,149855
ROBINSON NEVADA MINING CO,RUTH,WHITE PINE,NV,89319,39.28107,-114.992175,Metal Mining,NO,0,0,0,149700
EQUISTAR CHEMICALS LP,CORPUS CHRISTI,NUECES,TX,78410,27.81,-97.593611,Chemicals,NO,100186.04,0,0,148119.74
BEST BATH SYSTEMS,CALDWELL,CANYON,ID,83605,43.665182,-116.707098,Plastics and Rubber,YES,145840,0,0,148060.91
POGO MINE,DELTA JUNCTION,SOUTHEAST FAIRBANKS CENSU,AK,99737,64.449722,-144.939623,Metal Mining,NO,3.09,0.24,0,147980.91
XERXES CORP,TIPTON,CEDAR,IA,52772,41.76478,-91.1352,Plastics and Rubber,YES,147828,0,0,147828
BALD MOUNTAIN MINE,ELKO,WHITE PINE,NV,89803,39.946842,-115.623068,Metal Mining,NO,4.2,0,0,147818.8
AMCOR FLEXIBLES N.A.,TERRE HAUTE,VIGO,IN,47804,39.49824,-87.361324,Plastics and Rubber,NO,147493,0,0,147493
THE DOW CHEMICAL CO,MIDLAND,MIDLAND,MI,48667,43.6003,-84.2234,Chemicals,NO,120000,2400,0,146400
CHEMOURS DELISLE PLANT,PASS CHRISTIAN,HARRISON,MS,39571,30.389186,-89.308892,Chemicals,YES,9,4,0,146334
BLANCHARD REFINING CO LLC,TEXAS CITY,GALVESTON,TX,77590,29.374444,-94.925,Petroleum,NO,126000,0,0,146000
VISCOFAN USA INC,DANVILLE,VERMILION,IL,61834,40.141166,-87.580436,Plastics and Rubber,NO,23099,0,0,145301
HUNTSMAN PETROCHEMICAL LLC PORT NECHES FACILITY,PORT NECHES,JEFFERSON,TX,77651,29.972738,-93.94853,Chemicals,NO,120500,0,0,144977
BLANCHARD REFINING CO LLC,TEXAS CITY,GALVESTON,TX,77590,29.374444,-94.925,Petroleum,NO,24000,460,0,144460
VALMONT COMPOSITE STRUCTURES NEWBERRY,NEWBERRY,NEWBERRY,SC,29108,34.317104,-81.634547,Plastics and Rubber,YES,143875,0,0,143875
J R SIMPLOT CO DON SID ING,POCATELLO,POWER,ID,83204,42.9089,-112.5239,Chemicals,NO,0,0,0,143665
COMPOSITE TECHNOLOGY ASSEMBLY PLANT 3,PLYMOUTH,MARSHALL,IN,46563,41.36488,-86.348879,Plastics and Rubber,YES,107652,0,0,143535
MASTER SPAS INC,FORT WAYNE,ALLEN,IN,46804,41.08609,-85.2327,Plastics and Rubber,YES,143330,0,0,143330
WHITE SPRINGS AGRICULTURAL CHEMICALS INC. - NUTRIEN,WHITE SPRINGS,HAMILTON,FL,32096,30.440833,-82.788056,Chemicals,NO,68592,34701,0,143247
CHEMOURS BELLE PLANT,BELLE,KANAWHA,WV,25015,38.24377,-81.55393,Chemicals,NO,0,142806,0,142806
HUMPHREY NO 7,MAIDSVILLE,MONONGALIA,WV,26541,39.677779,-79.984696,Coal Mining,NO,0,0,0,142572
POGO MINE,DELTA JUNCTION,SOUTHEAST FAIRBANKS CENSU,AK,99737,64.449722,-144.939623,Metal Mining,NO,0.54,0.24,0,142185.841
LANCO MANUFACTURING CORP,SAN LORENZO,SAN LORENZO MUNICIPIO,PR,754,18.193248,-65.94819,Chemicals,NO,142067,0,0,142168.77
WHITE SPRINGS AGRICULTURAL CHEMICALS INC. - NUTRIEN,WHITE SPRINGS,HAMILTON,FL,32096,30.440833,-82.788056,Chemicals,NO,12,0,0,141642
COLONIAL CHEMICAL INC,SOUTH PITTSBURG,MARION,TN,37380,34.99767,-85.64357,Chemicals,NO,715.9,0,0,141628.9
EXXONMOBIL BATON ROUGE REFINERY (PART),BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,30.484917,-91.17392,Petroleum,YES,1000,1,0,141001
VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,CORPUS CHRISTI,NUECES,TX,78407,27.810775,-97.436658,Petroleum,NO,0,140865,0,140865
SMC NYE MINE SITE,NYE,STILLWATER,MT,59061,45.386111,-109.873333,Metal Mining,NO,250,0,0,140430
MOSAIC FERTILIZER LLC-BARTOW,BARTOW,POLK,FL,33830,27.906116,-81.916555,Chemicals,NO,100000,138,0,140138
TERRA NITROGEN L.P. VERDIGRIS PLANT,CLAREMORE,ROGERS,OK,74019,36.233516,-95.719098,Chemicals,NO,0,139846,0,140096
FUTUREFUEL CHEMICAL CO,BATESVILLE,INDEPENDENCE,AR,72501,35.722342,-91.524983,Chemicals,NO,140000,0,0,140030
FREEPORT-MCMORAN SIERRITA INC,GREEN VALLEY,PIMA,AZ,85614,31.876444,-111.100472,Metal Mining,YES,0,0,0,140005
MARTINEZ REFINING CO LLC,MARTINEZ,CONTRA COSTA,CA,94553,38.016594,-122.115392,Petroleum,NO,140000,0,0,140000
FREEPORT-MCMORAN MORENCI INC,MORENCI,GREENLEE,AZ,85540,33.065,-109.34222,Metal Mining,YES,0,0,0,140000
PCS PHOSPHATE CO INC,AURORA,BEAUFORT,NC,27806,35.37745,-76.778816,Chemicals,NO,6,0,0,139947
TOTALENERGIES PETROCHEMICALS & REFINING USA INC-PORT ARTHUR,PORT ARTHUR,JEFFERSON,TX,77642,29.957935,-93.897484,Petroleum,NO,139426.27,0,0,139426.27
DUPONT FAYETTEVILLE,FAYETTEVILLE,BLADEN,NC,28306,34.84504,-78.85471,Plastics and Rubber,YES,135240,0,0,139013
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,PASCAGOULA,JACKSON,MS,39581,30.343733,-88.4938,Petroleum,NO,91000,520,0,138520
EMD PERFORMANCE MATERIALS CORP,SAVANNAH,CHATHAM,GA,31407,32.20084,-81.1844,Chemicals,NO,0,138472,0,138472
DELAWARE CITY REFINERY,DELAWARE CITY,NEW CASTLE,DE,19706,39.591,-75.634,Petroleum,NO,137900,183,0,138083
PCS PHOSPHATE CO INC,AURORA,BEAUFORT,NC,27806,35.37745,-76.778816,Chemicals,NO,137268,0,0,137331
INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,VICTORIA,TX,77905,28.673056,-96.953611,Chemicals,NO,552,1809,0,137237
ARKEMA INC,AXIS,MOBILE,AL,36505,30.979167,-88.028833,Chemicals,NO,0,137200,0,137200
